# ----------------------------------------
# View user engagement & retention overview
# Account: Clear Day Bath Solutions
# Property: Clear Day Bath Solutions
# ----------------------------------------
#  
# Start date: 20260101
# End date: 20260913
"Service Areas Clear Day Bath Solutions | Clear Day Bath Solutions in Woodbridge, VA | Clear Day Bath Solutions",41
Tub To Shower Conversion Washington DC Metro Area,39
"Financing | Finance your upcoming renovations in Woodbridge, VA | Clear Day Bath Solutions",38
"Woodbridge, VA Tub To Shower Conversion | Tub Conversions | Clear Day Bath Solutions",38
"Affordable Pricing in Woodbridge, VA | Serving Northern Virginia Since 2026",35
"Woodbridge, VA Walk-In Tubs | Walk-In Bathtubs | Clear Day Bath Solutions",35
Bath Installation Washington DC | Clear Day Bath Solutions,34
Shower Remodel Washington DC | Clear Day Bath Solutions,34
"Woodbridge, VA New Bathtubs | New Bath Installers | Clear Day Bath Solutions",32
"Woodbridge, VA Showers | Woodbridge, VA Showers Installers | Clear Day Bath Solutions",25
Remodelación de baños en el área metropolitana de Washington D.C. - Clear Day Bath Solutions,22
Showers Washington DC Metro | Clear Day Bath Solutions,21
"Woodbridge, VA Bathroom Renovation | Bath Renovation | Clear Day Bath Solutions",19
Clear Day Bath Solutions Careers,16
top quote form – Clear Day Bath Solutions,16
Accessible Bathrooms Washington DC | Clear Day Bath Solutions,15
Page not found - Clear Day Bath Solutions,15
"Woodbridge, VA Bath Installation | Bath Installers | Clear Day Bath Solutions",13
One Day Bathroom Remodel Washington DC Metro,10
Replacement Bathtubs Washington DC | Clear Day Bath Solutions,10
Walk-In Showers Washington DC Metro | Clear Day Bath Solutions,10
Tub to Shower Conversions in Warrenton VA | Clear Day Bath Solutions - Clear Day Bath Solutions,9
Footer redesign template – Clear Day Bath Solutions,8
Expert Bathroom Remodeling in Warrenton VA | Clear Day Bath Solutions - Clear Day Bath Solutions,7
Offers & Promotions By Clear Day Bath Solutions | Save Big With Offers,7
Shower Remodel Fredericksburg VA | Modern Bathroom Installation,7
"Woodbridge, VA Walk-In Showers | Woodbridge, VA Walk-In Showers Installer | Clear Day Bath Solutions",7
"Columbia, MD Bathroom Remodeling: Top Design Trends for 2026 - Clear Day Bath Solutions",6
"The Ultimate Guide to Walk-in Bathtubs in Stafford, VA: Safety Meets Luxury - Clear Day Bath Solutions",6
Walk-In Bathtubs Washington DC Metro | Clear Day Bath Solutions,6
Accessible Bathroom Frederick | Aging in Place MD Experts,5
Bathroom Remodeling in Frederick MD | Clear Day Bath Solutions - Clear Day Bath Solutions,5
One-Day Bath Woodbridge VA | Quick Bathroom Remodel,5
Shower Remodel in Warrenton VA | Clear Day Bath Solutions - Clear Day Bath Solutions,5
Shower Surrounds Washington DC | Clear Day Bath Solutions,5
Tub to Shower Conversion Alexandria | Bathroom Safety VA,5
"Warranty | Clear Day Bath Solutions | Woodbridge, VA",5
"Woodbridge, VA Replacement Bathtubs | Bathtub Replacement | Clear Day Bath Solutions",5
Bath Surrounds Washington DC | Clear Day Bath Solutions,4
Custom Therapeutic Tubs Washington DC Metro,4
"High-Quality Bath Renovation in Annapolis, MD | Clear Day Bath Solutions - Clear Day Bath Solutions",4
"Relax and Rejuvenate: The Benefits of Therapeutic Tubs in Warrenton, VA - Clear Day Bath Solutions",4
Shower Enclosures Washington DC | Clear Day Bath Solutions,4
The Long-Lasting Benefits of Acrylic Showers for Hagerstown Homes - Clear Day Bath Solutions,4
"Woodbridge, VA Accessible Bathrooms | Accessible Bathroom Remodel | Clear Day Bath Solutions",4
"Woodbridge, VA Shower Enclosures | Shower Enclosure Installers | Clear Day Bath Solutions",4
Acrylic Shower Installers Washington DC | Clear Day Bath Solutions,3
Header redesign template – Clear Day Bath Solutions,3
Rénovation de salle de bain dans la région métropolitaine de Washington DC - Clear Day Bath Solutions,3
Shower To Tub Conversions Washington DC Metro Area,3
Top Professional Shower Remodel Tips for Your Manassas Home - Clear Day Bath Solutions,3
Tub to Shower Conversions in Frederick MD | Clear Day Bath Solutions - Clear Day Bath Solutions,3
Walk-in Bathtubs in Warrenton VA | Clear Day Bath Solutions - Clear Day Bath Solutions,3
"Woodbridge, VA Acrylic Shower | Acrylic Shower Installers | Clear Day Bath Solutions",3
"Woodbridge, VA Bath Wall Surrounds | Bath Wall Surround Installers | Clear Day Bath Solutions",3
"Woodbridge, VA Replacement Showers | Replacement Shower Installers | Clear Day Bath Solutions",3
"Woodbridge, VA Shower Surrounds | Shower Surround Installers | Clear Day Bath Solutions",3
"Woodbridge, VA Shower To Tub Conversions | Shower To Tub Installers | Clear Day Bath Solutions",3
"Bathroom Remodeling in Annapolis, MD | Clear Day Bath Solutions",2
Bathroom Remodeling in Hagerstown MD | Clear Day Bath Solutions - Clear Day Bath Solutions,2
Custom Shower Enclosures in College Park: Modernize Your Bathroom Today - Clear Day Bath Solutions,2
Inicio - Soluciones de baño Clear Day,2
Maximize Your Space with Expert Bathroom Remodeling in Alexandria,2
"One-Day Bath Options for Busy Waldorf, MD Families - Clear Day Bath Solutions",2
Replacement Showers Washington DC | Clear Day Bath Solutions,2
"Safe & Therapeutic Walk-In Bathtubs in Woodbridge, VA - Clear Day Bath Solutions",2
Shower Remodel in Hagerstown MD | Clear Day Bath Solutions - Clear Day Bath Solutions,2
Sitemap - Clear Day Bath Solutions,2
"Top Signs It's Time for a Replacement Bathtub in Woodbridge, VA",2
Tub to Shower Conversions in Hagerstown MD | Clear Day Bath Solutions - Clear Day Bath Solutions,2
Upgrading Your Bathroom with Stylish Bath Surrounds in Capital Heights,2
Walk-in Bathtubs in Hagerstown MD | Clear Day Bath Solutions - Clear Day Bath Solutions,2
"Your Local Stafford, VA Bathroom Remodeling Experts - Clear Day Bath Solutions",2
bottom form section – Clear Day Bath Solutions,2
워싱턴 DC 수도권 지역 욕실 리모델링 - 클리어 데이 욕실 솔루션,2
"Accessible Bathroom in Prince George's County, MD | Clear Day Bath Solutions",1
"Creating a Safe and Accessible Bathroom in Fredericksburg, VA",1
Essential Guide to Shower to Tub Conversions for Davidsonville Homes,1
Expert Bathroom Remodeling in Columbia MD | Clear Day Bath Solutions - Clear Day Bath Solutions,1
Expert Shower Remodel in Frederick MD | Clear Day Bath Solutions - Clear Day Bath Solutions,1
Fast and Affordable Tub to Shower Conversions in Stafford,1
"Luxury Bathroom Remodeling Services in Alexandria, VA - Clear Day Bath Solutions",1
Map & Services – Clear Day Bath Solutions,1
Modern Shower Doors to Elevate Your Prince George's County Bathroom,1
Remodelare baie în zona metropolitană Washington DC - Clear Day Bath Solutions,1
"Shower Remodel in Annapolis, MD | Clear Day Bath Solutions",1
"Shower Remodel in College Park, MD | Clear Day Bath Solutions",1
"Shower Remodel in Waldorf, MD | Clear Day Bath Solutions",1
Stafford Walk-In Bathtubs: Safety Meets Comfort - Clear Day Bath Solutions,1
The Ultimate Guide to Durable Shower Surrounds in Northern Virginia,1
"Tub to Shower Conversions in Capitol Heights, MD | Clear Day Bath Solutions",1
"Tub to Shower Conversions in Waldorf, MD | Clear Day Bath Solutions",1
"Walk-In Bathtubs in Davidsonville, MD | Clear Day Bath Solutions",1
Walk-in Bathtubs in Frederick MD | Clear Day Bath Solutions - Clear Day Bath Solutions,1
"Woodbridge, VA Therapeutic Tub | Therapy Tub Installation | Clear Day Bath Solutions",1
वाशिंगटन डीसी मेट्रो क्षेत्र में बाथरूम का नवीनीकरण - क्लियर डे बाथ सॉल्यूशंस,1
워싱턴 DC 욕실 리모델링 - 클리어 데이 욕실 솔루션,1

#  
# Start date: 20260101
# End date: 20260913
Platform,Active users
"[""Web""]",27366

#  
# Start date: 20260101
# End date: 20260913
Cohort,Day 1,Day 7,Day 30
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,0
70,0,0,0
71,0,0,0
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
80,0,0,0
81,0,0,0
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,0,0,0
91,0,0,0
92,0,0,0
93,0,0,0
94,0,0,0
95,0,0,0
96,0,0,0
97,0,0,0
98,0,0,0
99,0,0,0
100,0,0,0
101,0,0,0
102,0,0,0
103,0,0,0
104,0,0,0
105,0,0,0
106,0,0,0
107,0,0,0
108,0,0,0
109,0,0,0
110,0,0,0
111,0,0,0
112,0,0,0
113,0,0,0
114,0,0,0
115,0,0,0
116,0,0,0
117,0,0,0
118,0.16666666666666666,0.3333333333333333,0.16666666666666666
119,0,0,0
120,0,0,0
121,0,0,0
122,0,0,0
123,0.1,0,0
124,0,0,0
125,0,0,0
126,0,0,0
127,0,0,0
128,0,0,0
129,0,0,0
130,0,0,0
131,0,0,0
132,0,0.1111111111111111,0
133,0,0,0
134,0,0,0
135,0,0,0
136,0,0,0
137,0,0,0
138,0,0,0
139,0,0,0
140,0,0.038461538461538464,0
141,0,0,0
142,0,0,0
143,0,0,0
144,0,0,0
145,0,0,0
146,0,0,0
147,0,0,0
148,0,0,0
149,0,0,0
150,0,0,0
151,0,0,0
152,0,0,0
153,0,0,0
154,0.05,0,0
155,0,0,0
156,0,0,0
157,0,0,0
158,0,0,0
159,0,0,0
160,0,0,0
161,0,0,0
162,0.011764705882352941,0,0
163,0,0,0
164,0,0,0
165,0,0,0
166,0.07142857142857142,0,0
167,0,0,0
168,0,0,0
169,0,0,0
170,0,0,0
171,0,0,0
172,0,0,0
173,0,0,0
174,0,0,0
175,0,0,0
176,0,0.011363636363636364,0
177,0,0,0
178,0,0,0
179,0.0072992700729927005,0,0
180,0,0,0
181,0.015706806282722512,0,0
182,0,0,0
183,0.004016064257028112,0,0
184,0.0020325203252032522,0,0
185,0,0,0
186,0,0,0
187,0.004335260115606936,0,0
188,0.0028708133971291866,0,0
189,0.0035087719298245615,0,0
190,0.0024875621890547263,0,0
191,0.007497656982193065,0,0
192,0.0037151702786377707,0.0006191950464396285,0
193,0.002307692307692308,0.0007692307692307692,0
194,0.010230179028132993,0,0
195,0.0015174506828528073,0,0
196,0.011627906976744186,0,0
197,0,0.0028169014084507044,0
198,0,0,0
199,0.006437768240343348,0,0
200,0.006369426751592357,0,0
201,0,0,0
202,0,0,0
203,0.00872093023255814,0.0029069767441860465,0
204,0.00211864406779661,0,0
205,0.0035335689045936395,0,0
206,0.0017921146953405018,0,0
207,0.005763688760806916,0,0
208,0.00404040404040404,0.00404040404040404,0
209,0.0045351473922902496,0.0022675736961451248,0
210,0.004228329809725159,0,0
211,0.0027472527472527475,0,0
212,0,0,0
213,0.0015174506828528073,0,0
214,0,0.0017985611510791368,0
215,0.003590664272890485,0,0
216,0.0017857142857142857,0,0
217,0,0,0.0018975332068311196
218,0.005649717514124294,0,0
219,0.007936507936507936,0,0
220,0,0,0
221,0,0,0
222,0,0,0
223,0,0,0
224,0.041666666666666664,0,0
225,0,0,0
226,0,0,0
227,0,0,0
228,0,0,0
229,0,0,0
230,0,0,0
231,0,0,0
232,0.0273972602739726,0.0091324200913242,0
233,0,0,0
234,0,0,0
235,0,0,0
236,0.008695652173913044,0.008695652173913044,0
237,0.011235955056179775,0,0
238,0.014388489208633094,0.007194244604316547,0
239,0.006369426751592357,0,0
240,0,0,0
241,0,0,0
242,0,0,0
243,0.005235602094240838,0.005235602094240838,0
244,0.006756756756756757,0,0
245,0,0,0
246,0,0.005747126436781609,0
247,0,0.006097560975609756,0
248,0,0,0
249,0,0,0
250,0.024691358024691357,0,0
251,0.01098901098901099,0,0
252,0.017857142857142856,0,0
253,0,0,0
254,0,0,0
255,0,0,0

#  
# Start date: 20260101
# End date: 20260913
Cohort,Day 1,Day 7,Day 30
0,0,0,0
1,0,0,0
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,0,0,0
12,0,0,0
13,0,0,0
14,0,0,0
15,0,0,0
16,0,0,0
17,0,0,0
18,0,0,0
19,0,0,0
20,0,0,0
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,0,0,0
47,0,0,0
48,0,0,0
49,0,0,0
50,0,0,0
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,0,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,0
70,0,0,0
71,0,0,0
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,0,0,0
78,0,0,0
79,0,0,0
80,0,0,0
81,0,0,0
82,0,0,0
83,0,0,0
84,0,0,0
85,0,0,0
86,0,0,0
87,0,0,0
88,0,0,0
89,0,0,0
90,0,0,0
91,0,0,0
92,0,0,0
93,0,0,0
94,0,0,0
95,0,0,0
96,0,0,0
97,0,0,0
98,0,0,0
99,0,0,0
100,0,0,0
101,0,0,0
102,0,0,0
103,0,0,0
104,0,0,0
105,0,0,0
106,0,0,0
107,0,0,0
108,0,0,0
109,0,0,0
110,0,0,0
111,0,0,0
112,0,0,0
113,0,0,0
114,0,0,0
115,0,0,0
116,0,0,0
117,0,0,0
118,114,19.5,10
119,0,0,0
120,0,0,0
121,0,0,0
122,0,0,0
123,7,0,0
124,0,0,0
125,0,0,0
126,0,0,0
127,0,0,0
128,0,0,0
129,0,0,0
130,0,0,0
131,0,0,0
132,0,191,0
133,0,0,0
134,0,0,0
135,0,0,0
136,0,0,0
137,0,0,0
138,0,0,0
139,0,0,0
140,0,370,0
141,0,0,0
142,0,0,0
143,0,0,0
144,0,0,0
145,0,0,0
146,0,0,0
147,0,0,0
148,0,0,0
149,0,0,0
150,0,0,0
151,0,0,0
152,0,0,0
153,0,0,0
154,32,0,0
155,0,0,0
156,0,0,0
157,0,0,0
158,0,0,0
159,0,0,0
160,0,0,0
161,0,0,0
162,0,0,0
163,0,0,0
164,0,0,0
165,0,0,0
166,154,0,0
167,0,0,0
168,0,0,0
169,0,0,0
170,0,0,0
171,0,0,0
172,0,0,0
173,0,0,0
174,0,0,0
175,0,0,0
176,0,3,0
177,0,0,0
178,0,0,0
179,120,0,0
180,0,0,0
181,32,0,0
182,0,0,0
183,0,0,0
184,2,0,0
185,0,0,0
186,0,0,0
187,0,0,0
188,18,0,0
189,9.75,0,0
190,2.6666666666666665,0,0
191,117.125,0,0
192,218.5,0,0
193,0.3333333333333333,0,0
194,3.875,0,0
195,1498,0,0
196,10.25,0,0
197,0,155,0
198,0,0,0
199,0,0,0
200,1.3333333333333333,0,0
201,0,0,0
202,0,0,0
203,2.6666666666666665,1,0
204,0,0,0
205,0,0,0
206,31,0,0
207,10.5,0,0
208,163,28.5,0
209,1,2,0
210,41.5,0,0
211,0,0,0
212,0,0,0
213,0,0,0
214,0,12,0
215,0,0,0
216,0,0,0
217,0,0,92
218,0,0,0
219,47,0,0
220,0,0,0
221,0,0,0
222,0,0,0
223,0,0,0
224,1,0,0
225,0,0,0
226,0,0,0
227,0,0,0
228,0,0,0
229,0,0,0
230,0,0,0
231,0,0,0
232,30,0,0
233,0,0,0
234,0,0,0
235,0,0,0
236,0,0,0
237,0,0,0
238,23.5,11,0
239,0,0,0
240,0,0,0
241,0,0,0
242,0,0,0
243,6,0,0
244,0,0,0
245,0,0,0
246,0,64,0
247,0,31,0
248,0,0,0
249,0,0,0
250,18,0,0
251,0,0,0
252,1.5,0,0
253,0,0,0
254,0,0,0
255,0,0,0

#  
# Start date: 20260802
# End date: 20260912
Cohort,Average engagement time per active user
0000,10.480509842997632
0001,3.0238095238095237
0002,5.670731707317073
0003,3.7625
0004,13.051282051282051
0005,1.0657894736842106
0006,10.716216216216216
0007,3.2777777777777777
0008,0
0009,2.6470588235294117
0010,26.575757575757574
0011,0.8125
0012,4.193548387096774
0013,0.7
0014,0.8275862068965517
0015,7.785714285714286
0016,8.37037037037037
0017,6.769230769230769
0018,11.92
0019,1.1458333333333333
0020,7.695652173913044
0021,0
0022,0
0023,2.05
0024,0.10526315789473684
0025,0.5
0026,0.11764705882352941
0027,0
0028,0
0029,0.5714285714285714
0030,7.076923076923077
0031,0
0032,58.63636363636363
0033,0
0034,2
0035,4.25
0036,0
0037,0
0038,0
0039,6.5
0040,0
0041,0
